Total Brain,Medial and inferior temporal gyri | Superior temporal gyrus left,Amygdala | Insula right,Medial and inferior temporal gyri left,Hippocampus | Amygdala right,Amygdala | Insula left,Hippocampus | Lateral occipitotemporal gyrus right,Medial and inferior temporal gyri left | Posterior temporal lobe left,Insula left ,Hippocampus | Gyri parahippocampalis et ambiens right,Superior temporal gyrus left
7.54E-06,8.00E-06,2.37E-06,0.003265926,7.73E-08,3.66E-05,8.88E-07,8.02E-08,8.37E-06,0.000133833,1.10E-06
0.007312107,0.98868203,0.003279795,0.4957688,1.39E-07,0.03593292,0.000288853,2.48E-06,4.15E-05,0.59431046,0.62087154
3.76E-05,0.8859382,0.9937571,0.9595657,1.20E-05,0.05174381,0.042048324,0.79179704,0.000765804,0.022121761,7.47E-07
5.67E-06,0.000384651,7.12E-05,0.38910928,1.58E-08,2.91E-05,0.00072983,2.86E-09,0.000109753,0.3462271,5.35E-06
0.9943546,0.99869967,0.99999976,0.9910629,0.46895579,0.9985033,0.9168027,0.99999917,0.9998846,0.9999006,0.9919837
0.8623019,0.99923694,0.9998369,0.9899658,1,0.9938158,0.99998486,0.99999714,0.001882038,0.31130353,0.9999999
0.99984,0.9997552,0.60497916,0.98681253,0.000900415,0.99649674,0.07819355,1,0.999933,0.9999968,0.99989223
0.000932186,5.16E-05,2.45E-06,0.005727743,1.06E-09,0.000170301,2.37E-05,1.18E-10,1.58E-05,0.05953847,0.000104476
8.08E-06,0.006643605,3.07E-07,0.006799698,3.25E-05,6.24E-05,0.000125461,4.17E-07,6.24E-07,5.81E-05,1.79E-05
1.41E-06,0.000338375,0.000830085,8.70E-05,6.21E-07,0.001511084,6.27E-06,6.78E-11,4.11E-06,0.000159785,1.24E-07
0.99917334,0.9982439,0.99999964,0.9982697,1,0.99376655,0.9999939,0.9999726,0.9983474,0.024138784,0.9999603
3.32E-06,0.000127278,3.61E-08,0.001172499,1.37E-12,9.87E-06,4.44E-06,2.43E-11,4.36E-08,8.17E-05,4.52E-07
8.10E-05,0.018034989,5.54E-06,0.06258296,4.64E-11,0.000193124,0.00340269,0.087072946,9.92E-06,0.001455986,3.35E-05
5.38E-06,0.000861548,5.84E-05,0.013411165,6.27E-11,0.000325777,0.001107395,1.95E-05,1.44E-07,0.000328561,8.23E-06
0.79483205,0.8943386,0.74766827,0.001545255,0.876799,0.9931074,1,3.24E-09,0.7274689,0.99954647,0.99734604
0.9988047,0.9915794,0.999984,0.90389574,0.99999833,0.9597789,1,0.9488784,0.9999908,0.998494,0.999225
1.66E-06,0.049455535,0.005223995,0.2298542,6.48E-10,7.05E-05,0.000135081,0.00054554,2.79E-06,0.000279142,3.93E-07
0.99898463,0.915998,0.95397335,0.07179897,0.9991721,0.99955314,0.9999763,0.9999472,0.99988365,0.99577737,0.9999975
0.08171797,0.9980679,4.86E-07,0.99474144,0.9999591,0.015649987,0.99970144,0.9976688,0.960741,0.00990242,0.99994373
3.48E-06,0.000871775,2.75E-07,0.006734896,7.83E-08,1.17E-05,8.34E-06,0.43770355,0.001074008,0.000187458,0.000299131
1.79E-05,0.7351483,0.9203917,0.28456283,4.95E-06,0.000263055,0.000576095,1.19E-08,0.000682394,0.000566492,4.87E-06
0.9991911,0.9851928,1,0.8802389,1,0.999087,0.99999964,0.99999774,0.99999475,0.9999881,0.9999814
8.11E-06,0.20408145,0.9794484,0.042169593,1.93E-06,0.01638634,0.026740173,1.41E-06,0.002744012,0.000612655,2.23E-06
1.97E-06,0.001328864,3.12E-08,0.00052085,7.13E-08,1.90E-05,3.74E-05,4.48E-08,5.63E-08,4.49E-05,0.00039242
0.999757,0.99960905,0.81330574,0.99114215,0.913343,0.99778444,0.99986553,0.99993646,0.9999813,0.9997209,0.9999777
0.021897506,0.9974226,0.9004755,0.90106213,0.000949445,0.53372097,9.33E-06,0.99989974,0.78476727,0.22290847,0.999944
0.026992219,0.6943727,5.90E-06,0.18792702,3.05E-08,0.000340492,0.026612926,0.021827066,0.86463195,0.5632097,0.3803265
0.002319336,0.004654054,3.65E-07,0.06518826,1.25E-09,0.000267966,8.83E-05,5.78E-10,0.000100851,0.00097344,0.40284333
0.87586796,0.9999229,0.98295045,0.9968039,0.9999839,0.99999595,0.9939908,1,0.9999609,0.9999895,0.9999988
0.000904928,0.0293539,0.000183055,0.010796147,0.9975061,0.000972811,0.000222669,3.97E-05,0.002307748,0.001227771,0.000101289
1.03E-07,0.019226622,1.14E-06,0.0454472,3.93E-11,6.73E-05,1.33E-09,0.000122148,0.002022646,4.33E-06,8.71E-05
0.000140102,0.97355753,0.9999336,0.9784581,0.99999595,0.00321882,0.99999785,0.9982048,9.23E-05,0.99734133,0.000177378
0.000353084,0.99874204,0.064377055,0.99789363,0.86923224,0.9362115,0.99979526,0.9991749,0.9852505,0.103764206,0.91531616
2.78E-05,0.76411563,0.80036056,0.010522858,0.88081205,0.001567073,2.07E-05,0.6792956,0.020594893,0.99193656,0.45494238
0.99824154,0.99389344,0.99999964,0.3211482,0.99987173,0.9995116,0.99998534,2.02E-05,0.9992594,0.9999355,0.94494337
2.08E-05,0.036448173,0.000478712,0.009648103,4.12E-05,0.002464291,0.7430859,2.64E-07,0.00181644,0.007065984,0.04957569
0.87309366,0.6864968,0.9993067,0.059633866,0.9999993,0.8235961,0.9998541,0.9976412,0.14518614,0.9940838,0.99998176
6.68E-05,0.5714581,2.42E-06,0.25453648,1.27E-05,1.09E-05,0.009624122,0.00496059,1.67E-05,0.000252705,0.000139121
0.003011262,0.22048502,0.000103589,0.000310328,1.54E-11,0.000631547,3.36E-05,3.30E-06,2.62E-06,7.60E-05,2.56E-06
0.009990303,0.29603958,5.11E-07,0.022279128,0.000425087,0.00353617,9.26E-08,1.27E-10,0.41053393,0.02687524,0.27472505
3.26E-05,0.042164337,7.77E-07,0.007863103,2.63E-07,4.72E-05,1.39E-05,8.25E-08,0.001475591,4.20E-05,3.09E-06
0.9999541,0.99843735,0.99990034,0.94087434,0.70314574,0.9976169,0.9999914,0.9998217,0.9976782,0.9916048,0.99999774
0.001069213,0.020779127,8.14E-08,0.766577,0.9999734,0.06397831,0.022569943,0.12209309,0.000876026,0.999897,0.000717068
5.68E-06,0.008422116,8.65E-05,0.31458208,0.3765901,0.001711431,2.36E-06,4.69E-08,1.81E-05,0.008476242,4.11E-05
0.9999374,0.2686622,0.92437285,0.094212934,1,0.9995664,0.9979886,2.97E-05,0.9999541,0.99993706,0.99988496
1.22E-06,0.009443286,2.52E-07,0.012161105,1.77E-07,2.66E-05,2.46E-06,6.80E-10,0.000117352,0.000362552,1.42E-05
0.000172262,0.029385202,0.001861262,0.34621483,3.99E-07,0.000538076,0.012217631,0.004747335,0.008498007,0.006681677,9.21E-06
2.86E-07,0.000703725,1.07E-06,0.001798151,4.36E-09,1.35E-06,3.70E-09,7.22E-13,3.47E-10,0.000204806,0.000592388
0.9992805,0.99931896,0.99989676,0.9496984,1,0.9998647,0.9964373,0.9999908,0.9999622,0.9986029,0.9999738
0.99997795,0.99993813,0.99989605,0.9316638,1,0.9081087,0.99973816,0.99766004,0.9830376,0.99999094,0.99999976
0.002896468,0.9166292,0.044046693,0.09782476,5.91E-05,0.53582805,0.05854161,0.99998677,0.43071327,0.000349318,0.13115071
0.000981819,0.000665061,0.9904552,0.00321852,0.99999905,0.83477765,0.9997738,0.000164233,0.11557562,0.93465924,3.18E-07
2.69E-06,0.031755112,0.000299862,0.7520465,4.71E-05,0.00011591,0.99662614,9.32E-05,0.010180079,0.001763942,3.94E-05
5.43E-07,0.009509375,1.19E-06,0.25650135,2.67E-11,0.000539507,1.06E-07,0.9972938,1.01E-05,5.40E-06,1.23E-09
0.9999887,0.9997087,0.9947562,0.9935201,0.9999726,0.9979594,0.9998845,1,0.90545034,0.9998223,0.9999999
0.9969541,0.062797315,0.9971113,0.77696687,0.9953353,0.7209139,4.95E-05,0.99122006,0.98295444,0.8579872,0.001909712
0.967286,0.98621875,0.9999919,0.9677169,0.9999994,0.9853689,0.99999905,0.9999292,0.9947949,0.20123415,0.018296879
2.46E-05,0.02691808,1.40E-08,0.009774503,6.16E-13,0.000255291,7.95E-07,6.96E-07,1.94E-05,0.000153455,2.35E-06
0.99985206,0.861094,0.99999213,0.2188339,1,0.99794763,0.9999995,0.9969235,0.9996743,0.93516827,0.7369666
0.15398085,0.99936837,8.91E-05,0.99627244,0.8142636,0.9730021,1.21E-06,0.92198867,0.998841,0.54434276,0.99899596
0.004257459,0.99967825,0.000234116,0.9605082,0.00570125,0.001447127,0.000178252,0.9996221,0.000237408,0.20644422,0.99947697
6.96E-06,0.004796196,0.000115004,0.17750289,7.12E-06,0.04048618,0.000338025,1.13E-05,0.9713558,0.007651937,0.00082195
0.99994636,0.1867714,0.99999976,0.004370664,1,0.99835193,1,0.4271054,0.9993462,0.9999021,0.99998367
4.09E-06,0.37987983,0.000367965,0.037456665,0.000149063,0.000213411,0.000255133,7.32E-09,1.22E-06,0.000329805,2.22E-06
0.9951201,0.98269755,0.029890232,0.000730677,0.90383494,0.96545094,0.00039158,0.9933663,0.9894398,0.9998816,0.9999975
3.56E-06,0.00035061,1.86E-05,0.15058944,8.98E-05,0.000344402,1.34E-06,1.90E-11,0.04286674,0.002104259,3.79E-06
0.000251881,0.031427853,4.49E-06,0.000345251,6.63E-08,3.03E-05,1.02E-05,1.19E-06,1.49E-06,0.000588411,1.02E-06
0.007730489,0.9908857,0.65154874,0.011669844,0.0785193,0.7492423,0.99999714,0.9992704,0.9999372,0.068110555,0.32483223
3.36E-06,0.00202095,0.018716792,0.14708015,2.26E-07,0.000456424,0.0004074,0.042288493,0.000207246,0.000177469,1.50E-06
0.99999905,0.9998252,0.9999969,0.99667656,1,0.9999875,1,0.9999887,0.99999976,0.9999937,0.99999917
0.9999789,0.9983315,0.99945,0.99528825,0.9999999,0.5749041,0.99999857,0.9999176,0.92384565,0.9823532,0.999998
2.71E-05,0.105269395,3.43E-09,0.043365177,1.32E-12,4.48E-06,7.66E-06,0.18856053,4.94E-08,9.25E-05,4.26E-07
0.086698644,0.03620523,7.39E-06,0.5023904,0.014240742,0.000595969,0.041246798,2.43E-06,0.99601495,0.98801416,0.99999475
8.01E-05,0.032074865,0.000102975,0.01829711,6.34E-10,1.23E-05,4.04E-05,0.003953591,5.13E-06,0.5218492,0.35945788
0.009538941,0.9917013,0.9998392,0.00654118,0.19204117,0.08537336,0.9992638,1.51E-06,0.002278128,0.004853351,1.95E-08
0.00047388,0.015272354,0.000117351,0.001361472,4.42E-07,0.000100647,0.001885155,0.012496341,0.9916174,0.7417629,0.000224614
1.69E-05,0.000604614,4.87E-05,0.012816919,1.17E-09,0.000193765,7.22E-09,2.01E-08,0.002092575,0.000931835,0.000495857
5.54E-06,0.00056757,1.40E-05,0.02054717,4.94E-07,0.001515667,0.009186,0.000104466,0.004688017,7.69E-05,2.25E-07
0.9992285,0.9995135,0.9998716,0.99827754,0.8248892,0.99817765,0.9999995,4.35E-06,0.99921703,0.9997385,1
0.9999696,0.9942238,0.99999964,0.96444625,1,0.99744844,0.99999976,0.9969934,0.99999106,0.9996075,0.99998987
0.048715856,0.60542405,0.25201118,0.18734817,0.000655292,0.007878942,0.9999896,4.75E-11,0.1154273,0.9995524,0.005807904
0.99811965,0.99893516,0.9999994,0.72201866,0.9998783,0.99782133,0.007668987,0.9999062,0.9998951,0.999684,0.99998224
0.00016471,0.8009089,0.001868934,0.25955123,1.14E-09,0.047201715,0.000131465,0.002523171,0.36153576,1.25E-05,1.59E-07
0.000220754,0.98091394,0.99290097,0.02590707,0.9919145,0.013914589,0.99973565,0.007662154,0.85228974,0.000121916,0.045271363
0.000169501,0.035688773,0.001539382,0.000420014,1.07E-09,2.35E-05,0.92092466,9.75E-06,0.98384315,0.014718376,0.37133172
1.21E-05,0.015113443,2.01E-06,0.11851056,1.21E-07,1.15E-05,8.40E-09,2.32E-09,2.25E-05,0.000338495,0.001347713
0.9999018,0.53081334,0.65032166,0.8929135,0.99999976,0.921381,0.99999917,0.06473108,0.9999758,0.7325808,0.9800411
0.9995167,0.7206543,0.99994373,0.14278446,0.9961371,0.99479103,0.999634,0.7925644,0.978222,0.9999871,0.9754146
3.11E-06,0.027883204,3.53E-07,0.003082694,4.87E-10,0.000182469,0.000179657,1.75E-07,0.000539682,0.006038704,1.57E-06
1.65E-05,0.81463706,0.00031378,0.004345424,2.34E-08,0.7937658,4.94E-08,3.69E-05,0.040918842,0.000354349,0.11391861
0.000144297,0.005631176,5.51E-06,0.08580688,2.24E-08,5.88E-05,1.31E-05,0.000336196,0.000369413,0.04100212,3.08E-05
0.008333654,0.9975109,0.9997794,0.10636654,0.001452667,0.8879535,0.9998988,0.83617085,0.005700237,0.99919194,0.4473001
0.9973786,0.6351939,0.99542063,0.13984239,5.06E-07,0.90172684,0.60717577,0.99916756,0.055432633,0.96513534,0.57888
0.99494755,0.9835079,0.9999989,0.5296257,0.9997844,0.12842679,0.9999999,1.27E-10,0.9971219,0.99952674,0.9999951
1.01E-06,0.001376816,0.000104762,0.001721335,8.51E-10,0.000187944,0.00855482,0.0839012,1.35E-07,0.000118526,0.00022756
0.019869344,0.89486754,0.05942636,0.018894153,0.99991524,0.053280517,0.999956,2.32E-10,0.9998896,0.08684607,0.003885668
3.03E-06,0.054232642,1.19E-06,0.003408178,5.26E-12,6.70E-05,0.000276169,1.35E-08,2.38E-05,0.00012814,1.33E-07
0.000116047,0.010575312,0.001005483,0.005234165,2.79E-06,0.000618739,0.012586424,3.39E-06,6.25E-05,0.3079199,4.17E-06
0.001172027,0.6573449,0.38797677,0.6653723,0.9989349,5.61E-06,0.99887794,0.013897483,0.000272553,0.9871895,0.99877506
0.001074101,0.99290293,0.005584695,0.9952897,1.06E-06,0.23988345,0.9577003,0.026823407,0.9989336,0.07280083,2.47E-06
0.86405885,0.016714904,0.00099309,0.008325473,0.000259389,0.64532894,0.98835075,2.01E-05,0.99854654,0.9990639,0.99626094
1.35E-06,0.23151527,0.000632979,0.000644914,2.35E-10,3.49E-05,2.51E-06,5.88E-06,0.00053064,0.015402807,3.85E-07
6.88E-06,0.016703444,9.66E-06,0.05733588,2.94E-11,1.18E-05,0.05679975,1.54E-07,4.30E-05,0.065300345,0.000165762
0.99996734,0.97879946,0.9950041,0.99097896,0.99999976,0.99860376,1,0.9995548,0.9999598,0.9999546,0.9999989
6.84E-05,0.9963643,0.085862026,0.6959868,0.9773989,0.002119314,0.87390274,0.016941609,0.00285967,0.39994717,0.033103164
0.999972,0.98874015,0.99999976,0.98684376,1,0.99939334,0.9999918,0.99980897,0.8873604,0.88929504,0.9999999
0.99309266,0.997338,0.9998796,0.1623467,0.99998,0.59227026,0.99999857,1.29E-06,0.9994747,0.5026398,0.9979196
0.9997136,0.8704721,0.9989465,0.5636021,0.99998224,0.001612678,0.99998367,2.45E-05,0.77274746,0.99891937,0.9982993
0.33524135,0.058977887,4.61E-05,0.2624779,0.04988378,0.99821824,0.90015614,2.24E-06,0.99997413,0.9999238,0.9998344
0.000480461,0.002867892,6.85E-07,0.000501409,1.75E-10,0.001535618,8.88E-08,0.00042564,0.001012563,0.000457193,6.88E-05
0.32404083,0.19099742,0.01675009,0.024827369,0.959781,0.009518349,0.11212027,0.001443398,0.001862673,0.043377046,0.981519
2.04E-06,0.005404957,3.02E-06,0.001844996,4.33E-08,8.92E-06,3.42E-06,1.22E-06,8.07E-08,0.00258891,0.8913731
4.06E-07,0.003724344,0.000108943,0.003864685,9.93E-06,0.000138413,7.96E-07,1.97E-05,8.32E-06,0.000276177,1.01E-05
7.14E-05,0.52100855,0.2280574,0.004932396,7.18E-10,0.09833189,2.46E-05,0.000783128,0.037759144,0.000242706,0.9642536
0.004079653,0.020442618,0.9902581,0.97520655,0.9900607,0.8271677,0.001899959,7.66E-07,0.00010827,0.40097463,0.000577197
3.83E-06,0.003091994,2.34E-07,0.000233638,5.97E-11,0.000325384,6.75E-06,0.9982566,3.69E-05,0.000212044,1.49E-05
3.46E-07,0.005416406,0.015992045,0.001115086,0.06305326,0.000351014,1.29E-08,4.22E-05,0.001990912,1.07E-06,1.27E-09
0.9997359,0.98911613,0.94810754,0.93995893,1,0.9999919,0.9931993,0.9995142,0.99377865,0.29765433,0.9921577
1.63E-05,0.51307243,3.01E-06,0.00069551,3.51E-06,9.76E-09,9.33E-05,0.09039767,8.64E-08,0.003463259,2.24E-05
0.99988914,0.08649119,0.9998586,0.9995535,1,0.9999933,0.99999976,0.31522945,0.99986756,0.99998546,0.999962
3.03E-05,0.001342127,6.84E-06,0.006765142,7.22E-07,1.54E-05,1.42E-07,0.000114426,2.08E-06,2.51E-06,0.000153916
1.59E-06,0.016030464,0.004411906,0.059592124,0.000471332,1.07E-05,6.62E-06,0.000222379,0.001504558,2.90E-05,2.65E-09
0.9993672,0.9707783,0.9999993,0.97185475,1,0.9999999,0.99997795,0.99984443,0.99999833,0.9971942,0.99999964
2.99E-05,0.001166921,0.004277662,0.001052387,1.34E-07,0.000121375,3.85E-09,0.000651731,1.87E-05,0.5773057,9.49E-08
0.99934417,0.3398753,0.99477804,0.09591027,0.30316725,0.95032734,0.99998534,0.006855974,0.99982834,0.99975675,0.999814
6.69E-05,0.005087378,0.001409775,2.33E-06,2.05E-07,9.21E-05,1.89E-05,0.000978476,7.60E-05,1.24E-05,1.62E-06
3.03E-06,0.002361289,3.57E-06,2.48E-05,2.31E-06,3.26E-06,0.001210807,0.000104213,6.42E-06,1.04E-05,3.83E-07
4.18E-07,0.000427334,3.48E-05,6.67E-08,2.54E-09,4.16E-09,1.65E-08,2.71E-06,6.30E-09,1.81E-08,1.72E-06
0.99968755,0.001882332,0.9999999,0.000107096,1,0.99998534,1,0.038514994,0.9990596,0.9776847,0.99999917
0.99982566,0.020446138,0.9997435,0.9773523,0.9999999,1,0.9999968,0.00010106,0.9999386,0.9927434,0.99994504
0.8219765,0.0818688,0.03561108,7.73E-06,0.6626646,0.19281428,0.9946343,0.001552328,1.73E-05,0.000389109,0.94993067
7.99E-06,0.010349654,2.26E-05,0.001556349,1.16E-07,1.18E-06,1.99E-06,3.02E-05,2.77E-06,0.9981021,3.48E-05
0.18452212,0.99309266,0.00740519,0.9716466,0.99914,0.9989686,0.9999846,0.13514106,0.013512557,0.28206754,0.9998167
0.9997212,0.9988024,0.99995136,0.9992367,0.9997377,0.999998,1,0.9962882,0.99997187,0.99999416,0.99966216
0.6707185,0.41107538,0.9999851,0.99987876,0.37233165,0.99985754,0.9999796,0.99999845,0.99991596,0.8997657,0.8865582
0.99994314,0.99940944,0.99998546,0.99990857,1,0.99999654,0.9999993,0.9996786,0.99999595,0.9999217,0.99999976
3.57E-06,0.002293601,0.9991155,4.09E-06,0.2840745,0.56437606,7.32E-06,1.26E-06,0.000569403,7.31E-08,0.016723873
1.34E-06,0.05470268,1.84E-05,0.99749064,2.04E-09,0.001480113,4.45E-06,6.69E-06,0.3678485,0.11563948,1.35E-09
0.4506584,0.00086394,1.05E-07,0.000182642,7.77E-05,0.027489748,6.57E-06,4.55E-05,0.04196231,2.74E-05,0.000555982
4.90E-05,0.004178883,0.023968391,4.02E-06,2.12E-09,2.39E-05,3.54E-10,0.005543831,6.62E-09,5.75E-09,2.29E-06
3.72E-07,0.008424163,5.17E-08,0.085761964,3.39E-06,0.6231071,6.25E-07,2.54E-05,5.75E-07,7.81E-06,6.36E-08
2.02E-05,0.000596165,1.46E-05,0.01470957,2.96E-07,0.6764019,7.78E-07,3.10E-07,0.9648354,0.00645214,2.02E-05
1.11E-05,0.2578744,0.000317081,2.46E-05,4.01E-05,0.07749546,0.00198469,2.83E-05,0.35469005,0.99629766,0.001613319
0.9982332,0.9985886,0.824326,0.99999833,0.6385736,1,0.9999951,0.9999989,0.99999976,0.9999287,0.99992704
5.12E-05,0.000258463,3.33E-05,0.001715917,0.9999038,0.000112191,0.21240264,2.22E-05,0.96324056,0.001247186,0.002518684
7.40E-05,0.11812441,6.53E-06,0.020002834,0.9994387,0.002407578,0.000289752,7.93E-05,0.013402196,0.00156,0.00490595
0.9999869,0.9999473,0.9999999,0.9998307,0.9999988,0.9999988,0.9994466,0.99999356,0.9995578,0.99966896,0.9999999
1.81E-07,0.002134547,7.16E-06,1.38E-05,4.37E-07,7.68E-06,2.07E-09,2.10E-06,1.77E-07,0.000357743,0.001030847
0.000125562,0.001846507,9.80E-07,0.0688352,0.001346742,0.9958334,3.26E-08,0.001768541,0.0952667,0.000554627,1.75E-07
0.000207507,0.001544091,0.000145198,0.000244582,7.61E-08,2.67E-07,8.23E-05,6.23E-05,1.04E-05,3.88E-06,0.007017246
0.000645443,0.010288073,7.56E-06,1.92E-05,9.77E-06,7.37E-08,1.24E-06,0.003094821,3.45E-06,2.67E-07,1.17E-05
0.9998228,0.89297175,0.55325806,0.7066864,0.9999999,0.99998534,0.9999529,0.7367993,0.9999924,0.9999914,0.9999808
5.69E-05,0.000873857,1.55E-07,0.0027067,9.75E-08,1.64E-05,3.56E-10,0.94433063,2.19E-06,3.09E-06,1.37E-08
0.9355509,0.016970031,4.20E-05,6.98E-05,4.16E-05,6.22E-05,9.25E-08,0.07322296,3.69E-05,0.86318874,0.81512994
0.99918395,0.17898043,0.9999926,0.9991678,0.9999478,1,1,0.96957123,0.99999714,0.9979609,0.9999975
0.000194472,6.76E-05,2.12E-06,0.000472478,5.73E-05,1.87E-07,0.0001448,5.24E-06,1.47E-07,3.84E-07,8.22E-09
0.99877435,0.9765978,0.99999845,0.96105534,0.9999975,1,0.99100786,0.002619674,0.99999964,0.99999654,0.99999905
2.39E-05,0.002145076,0.003426128,0.000940371,3.27E-08,1.85E-06,9.50E-07,9.05E-05,3.93E-07,2.45E-07,1.96E-05
0.000118905,0.057385333,5.12E-05,0.000666128,0.003190012,0.0002863,1.44E-06,4.21E-05,2.77E-07,0.9997998,9.79E-06
0.044034887,0.871915,5.03E-08,0.001146565,2.77E-08,1.13E-07,0.00061807,0.3654213,1.64E-08,0.1747702,0.99984205
9.15E-06,0.004225125,2.96E-06,0.42779717,3.69E-07,2.45E-06,3.08E-05,0.004491912,6.43E-05,5.19E-05,3.08E-09
0.9985763,0.000726426,5.79E-05,0.6945955,1.93E-08,0.015294263,1.47E-05,7.85E-06,5.44E-05,0.030159935,0.000914582
0.62021554,0.002464491,4.95E-07,0.000786085,0.010176029,2.05E-05,0.50265473,0.037047688,2.68E-06,7.38E-05,0.00893602
0.5157502,0.038320508,2.00E-05,0.007701646,0.8770192,0.001355534,1.08E-07,0.010112267,0.8815182,5.73E-06,0.65899134
4.51E-06,0.001625554,0.010819842,4.49E-06,5.03E-05,6.31E-08,3.81E-06,0.000263687,3.35E-06,4.52E-05,3.66E-12
0.000941651,0.044747647,0.11457197,0.000215167,0.9999511,0.12002183,1.91E-06,9.00E-06,0.19543266,0.9986897,0.00021407
1.75E-06,0.001378084,7.84E-06,0.000274372,0.9783384,0.06256268,0.08917932,4.70E-05,3.76E-06,1.14E-06,0.3118856
1.85E-06,0.24575946,0.8392537,0.000180902,7.53E-05,2.68E-07,6.71E-07,0.030349424,7.42E-09,9.36E-07,1.54E-07
0.40036651,0.16359827,0.24975479,0.95696753,0.000387824,9.77E-06,0.000474877,0.02583177,0.000109249,0.74691737,7.05E-07
0.000776893,0.000441883,0.001344136,0.001513101,0.1292448,4.23E-06,2.96E-07,0.002685311,6.79E-06,5.47E-06,2.11E-12
0.015062141,0.007162436,0.001512225,2.66E-06,6.29E-08,4.47E-07,7.84E-06,2.45E-05,2.78E-06,0.006148975,0.000176265
0.00215773,5.35E-05,9.32E-07,0.000540347,4.47E-06,0.4228778,3.76E-07,1.44E-06,1.52E-05,0.000488379,2.35E-05
2.26E-05,0.020443201,0.9692798,2.35E-06,0.99999905,0.9997812,0.99306846,1.13E-06,0.92561203,0.000236439,1.46E-09
5.16E-05,0.024688577,0.001804557,0.97073585,0.000407453,0.011402327,0.9998994,4.45E-06,0.9972926,2.00E-05,2.20E-07
0.9999496,0.99886847,1,0.30358166,1,0.99797815,1,0.99932325,0.9999912,0.9999213,0.9999882
0.9990362,0.8086343,0.999946,0.99886453,0.6347821,0.9999999,0.9999558,0.9899009,0.99999857,0.906264,0.003379277
0.01810894,0.034830526,0.002950311,4.64E-05,0.002838882,0.001022352,0.99985707,0.002490544,0.41969767,9.71E-06,0.000363226
0.99992335,0.72540283,0.99999297,0.91331017,0.99999607,0.9998988,1,0.45699382,0.99996483,0.9999844,0.9999896
0.99999094,0.99496114,0.000164887,0.9990694,0.9997459,0.9999696,0.99999857,0.99996865,0.999841,0.99999917,1
0.9999715,0.98488045,0.99449086,0.9998068,1,0.9999994,0.9999981,0.9894427,0.99998784,0.9927307,0.99656147
0.001509922,0.03700416,0.006807245,0.000126842,0.00068882,4.12E-06,0.99995077,0.2594605,1.56E-05,0.000448159,0.9981331
1.36E-05,0.000117251,0.000180507,2.04E-07,6.84E-09,8.19E-09,2.91E-09,4.84E-06,7.96E-05,1.71E-05,4.79E-10
7.46E-08,0.018711565,1.01E-05,0.000283154,6.98E-07,0.000763582,1.35E-05,0.000249986,0.001971913,0.000133885,5.88E-06
1.01E-05,0.010422351,4.30E-08,9.48E-05,6.50E-06,3.02E-05,1.83E-06,0.010254799,3.93E-06,9.58E-06,2.70E-05
0.9999552,0.99897563,0.99645776,0.999569,0.99947876,0.99999475,0.99984264,0.99927443,0.99968374,0.9999951,0.002287948
0.99966204,0.9995877,1,0.99992037,1,1,0.9999999,0.9999846,1,0.99994206,0.9999839
1.37E-05,0.3228372,2.36E-06,5.23E-05,0.016054174,4.25E-06,9.26E-05,0.005096628,9.14E-10,0.039428882,2.89E-06
0.9986885,0.04114052,0.9992623,0.99612,0.9999994,0.99983954,0.9999989,0.64583343,0.9992756,0.9999635,0.9984242
6.27E-08,0.005073869,1.09E-05,0.001264701,1.54E-05,0.000108376,1.43E-08,0.000747359,9.41E-07,2.10E-07,1.30E-10
0.06746202,0.000441997,0.99984396,0.003909611,0.9999999,0.9994555,0.99999976,0.000337034,0.7382265,0.7892087,0.8564358
0.9998084,0.99610597,0.49280745,0.7658924,0.9999982,1,0.9999069,0.9999474,0.9999397,0.9999763,0.9999999
