Total Brain,Medial and inferior temporal gyri | Superior temporal gyrus left,Amygdala | Insula right,Medial and inferior temporal gyri left,Hippocampus | Amygdala right,Amygdala | Insula left,Hippocampus | Lateral occipitotemporal gyrus right,Medial and inferior temporal gyri left | Posterior temporal lobe left,Insula left ,Hippocampus | Gyri parahippocampalis et ambiens right,Superior temporal gyrus left
0.000474252,0.79096067,9.09E-08,0.009991647,1.51E-06,1.18E-07,0.014777311,0.000368712,1.36E-07,1.57E-05,0.000552577
4.26E-06,0.002101798,0.000163934,1.49E-07,8.63E-07,2.15E-05,1.65E-06,4.03E-06,1.25E-07,1.46E-07,1.86E-05
2.52E-07,0.0582064,1.84E-08,9.73E-06,5.59E-08,5.41E-07,1.90E-05,4.84E-06,5.85E-05,1.02E-07,2.00E-05
0.00138184,0.29440627,0.000227153,0.87692726,9.49E-05,0.9368063,0.99999714,0.000533643,0.046489157,0.024355983,0.948225
0.000210579,0.002292807,0.009259484,0.000451605,0.98325944,0.000495904,0.26623294,2.99E-05,0.9991272,4.09E-05,0.7686186
2.56E-05,0.006048313,0.0004712,0.9690248,0.001278502,3.97E-06,0.004131625,1.01E-05,7.86E-07,0.00426441,8.66E-07
0.999977,0.9920027,0.9964796,0.9998,0.9998888,0.9999583,0.9999937,0.9976018,0.99998164,0.9999856,0.99999964
0.99716586,0.99886584,0.89283264,0.9998192,0.23784077,1,0.9999367,0.99999285,0.99995863,0.47163215,0.056020092
0.9997003,0.28229162,0.99994946,0.9995433,0.9999999,0.99999964,0.9999958,0.0662472,0.9896884,0.9999925,0.011039122
0.99992514,0.9857292,0.99999297,0.99838936,0.9999999,0.9914996,0.999967,0.9998864,0.92716765,0.99997663,0.9972203
0.88600653,0.000109151,0.6899736,0.002472446,0.99550664,0.17056707,0.001679807,6.81E-06,2.71E-05,0.002563741,0.00041332
6.19E-05,0.5901475,3.06E-05,0.9953923,1.61E-05,1.99E-05,0.000609274,0.61726165,3.66E-07,0.74071455,0.9999795
4.90E-07,0.008933449,1.84E-05,6.89E-05,0.20327784,0.0986605,0.98867726,6.32E-05,1.02E-05,0.9990239,0.000283388
3.43E-08,0.000981018,9.82E-08,0.00011349,2.25E-07,7.35E-05,2.83E-06,0.000312639,4.58E-06,7.87E-05,1.40E-10
4.91E-05,0.8313075,2.66E-06,0.82911265,0.000192952,9.53E-09,1.18E-07,0.9984024,2.09E-08,4.36E-05,0.16644487
0.025826095,0.973989,0.000516824,0.009147447,0.99999917,0.07923323,0.04128235,0.008295827,0.9964863,0.000429908,0.21349812
2.39E-06,0.00089201,0.15638067,0.001021888,1.64E-06,0.7198009,3.94E-06,5.03E-05,0.000153585,8.71E-06,2.49E-11
1.61E-05,0.4477576,0.001662382,0.0005924,8.02E-06,0.004674423,7.39E-05,0.000822402,0.000174038,7.98E-07,7.35E-06
0.99988353,0.000863591,0.9821155,7.56E-05,0.99999726,0.99993503,0.9999999,0.107137375,1,0.999198,0.99332654
1.84E-05,0.734739,5.81E-07,2.86E-05,5.93E-07,0.000439292,1.81E-06,0.29221675,0.000264616,4.17E-05,3.50E-05
0.99981457,0.5662355,0.99999726,0.99846053,1,0.99999845,1,0.000312971,0.9999994,0.9999784,0.99997306
0.00339329,0.005599502,0.52193874,0.024956489,5.75E-05,0.08589167,0.000850435,0.2507758,0.9980975,0.08564654,1.13E-06
0.001027531,0.43185064,0.0794239,0.27909443,0.097139396,4.01E-05,1.79E-07,0.3418287,5.55E-07,3.87E-05,0.000462229
0.99987805,0.27708918,0.9998147,0.99226296,0.02760183,0.96261466,0.99999726,0.9928981,0.9999522,0.99979943,0.9998976
0.9999764,0.9988102,0.9997938,0.98540986,1,0.8135881,0.9999585,0.9936631,0.9999937,0.9999548,0.99999976
0.94470507,0.24756473,0.003604634,0.000806302,0.5061462,0.9999969,0.91765916,0.90049124,0.99998534,0.9748229,0.99998784
0.98797905,0.996992,0.03372231,0.9881997,0.351832,0.5765293,0.99999964,0.94526047,3.34E-06,0.9995253,0.999869
4.04E-07,0.022174673,7.31E-05,0.000250353,1.23E-07,0.000703656,4.44E-06,0.000280255,0.000603281,1.09E-08,7.64E-10
0.9999585,0.9998311,0.99987316,0.99998426,0.99991107,0.9999994,0.99999094,0.6144102,0.9999331,0.99997616,0.99997926
7.19E-06,0.000121978,0.00037617,0.003466349,0.11181401,7.14E-07,0.00249069,9.07E-07,6.57E-06,3.96E-05,0.018272394
0.9488288,0.003581793,0.9977404,6.56E-05,6.59E-06,1.08E-06,0.001809413,5.15E-05,3.77E-06,0.10683494,0.99970907
0.999931,0.9974866,0.999943,0.999997,1.08E-05,0.999998,0.9093821,0.9999734,0.99935514,0.9999343,0.9999999
0.000870025,0.000138806,0.9992065,0.001218823,0.018542426,9.09E-08,0.38933864,0.04260339,4.66E-05,0.024565298,3.40E-07
6.60E-06,0.000492883,0.000112301,0.41396457,9.08E-05,1.34E-06,0.000959043,0.42783388,1.40E-06,0.000270443,1.94E-07
5.00E-08,0.10140292,0.026654758,0.002966577,0.999668,0.019601807,0.22514512,5.55E-06,0.23423156,2.28E-06,1.49E-05
0.99887997,0.9979721,0.9999932,0.9999422,1,0.99999964,1,0.9999783,0.56412303,0.9999645,0.9295494
0.99732375,0.79089534,0.9999888,0.7922438,1,0.91188985,0.9999701,6.15E-05,0.9998975,0.99999905,0.99999976
0.51145667,0.97960013,0.9996302,0.08059441,0.9999993,0.9999918,0.97987914,0.000376445,0.700629,0.9996106,0.9997948
0.003082723,0.009145436,0.99796593,0.000400252,0.001007092,0.9999949,2.17E-06,0.001463909,0.99833244,0.000419964,7.85E-09
4.36E-07,0.002406238,3.46E-06,0.17226788,1.35E-06,1.63E-07,7.26E-06,0.000639049,1.20E-06,9.69E-06,5.67E-05
6.67E-07,0.002939564,3.70E-09,1.03E-05,2.56E-06,5.07E-08,3.31E-09,5.13E-07,2.16E-08,7.15E-07,1.06E-08
1.40E-06,0.000567656,0.01774259,0.04619976,5.13E-07,3.92E-07,0.002727805,0.008071473,5.72E-06,3.94E-06,1.34E-11
0.000106909,0.003300036,0.9512905,1.45E-05,1.49E-06,0.000520644,1.33E-05,0.001818628,4.32E-06,9.68E-06,2.51E-09
0.9578684,0.98666555,0.99999976,0.24699348,0.9999685,1,1,0.9998215,0.99999416,0.1416454,0.99928635
0.9868498,0.8715388,1,0.8283934,1,1,0.9998938,0.9957638,0.9999988,0.9997559,0.9998727
0.99981266,0.26578954,6.63E-05,0.003295893,0.99833727,0.999977,3.34E-05,1.50E-05,0.06358176,0.057962947,0.9997348
3.71E-05,0.005549812,7.56E-06,0.000166759,1.45E-07,2.67E-08,6.87E-07,0.35582745,4.08E-07,1.24E-06,3.27E-05
0.89795035,0.9954562,2.35E-07,0.9632628,0.4277391,4.54E-08,7.72E-06,0.9900023,1.82E-06,0.4490853,0.50760674
1.65E-06,0.002864028,3.55E-08,0.001091761,0.001189767,2.00E-08,2.47E-07,3.62E-05,1.15E-06,2.13E-08,1.64E-09
0.9998373,0.98695195,0.9999833,0.99870753,0.99955267,0.8683212,0.5021714,0.99904245,0.98549426,0.9999219,1
1.38E-05,0.009518204,2.83E-08,0.06982648,1.76E-05,7.64E-10,1.25E-06,0.011691181,8.15E-11,7.38E-05,1.59E-05
4.31E-05,0.006837467,0.99638677,0.00014764,0.9999999,0.003309175,1,0.00030095,4.02E-05,3.45E-08,2.22E-10
2.22E-07,0.001577024,2.92E-07,9.78E-05,1.03E-08,6.93E-07,7.05E-07,0.000817583,2.99E-05,0.000146218,0.14072205
0.003547486,0.9211174,2.69E-05,0.014027005,3.60E-06,2.58E-06,5.77E-09,0.2926721,0.047504354,0.000251251,3.53E-09
0.9999969,0.99864644,0.9881563,0.9988549,0.99872464,0.9999982,0.9999294,0.9999945,0.99999833,0.9998721,0.45103413
0.9913839,0.74574256,0.9983981,0.9998467,0.99914956,0.39704445,0.004712962,0.79383636,0.9996561,2.94E-05,0.8744628
3.37E-08,0.003757725,9.10E-06,0.006420123,2.92E-05,0.001601934,2.21E-05,0.015289776,4.45E-09,9.24E-07,3.28E-06
0.9998141,0.99879766,0.25313354,0.9986071,0.001312432,7.33E-07,4.83E-06,0.78228325,0.003270695,0.7942,0.9653224
0.000235951,0.007538403,0.00049674,0.3568543,1.97E-07,0.02707285,3.89E-08,0.000101861,3.99E-09,1.57E-05,8.11E-08
3.63E-06,0.071564026,2.37E-06,0.4388133,0.002543731,8.84E-05,3.25E-08,0.9965258,8.22E-05,1.20E-08,8.92E-08
0.000446564,0.57690024,0.96384656,1.96E-05,0.99999905,0.9999896,1.42E-05,7.91E-05,0.046016768,0.005187375,6.74E-06
0.002026481,0.002705094,3.73E-05,0.002681487,0.9992434,0.000816255,3.96E-06,0.015788406,0.000113084,0.01512653,0.9866044
0.99356717,0.9996519,0.9953157,0.99977094,0.999974,0.99990535,0.9999839,0.99999774,5.50E-05,0.9999958,0.99999917
0.9982938,0.7560117,1,0.9983072,1,0.97442424,1,0.92068815,0.001147463,0.9999932,0.9999999
5.94E-06,0.009899615,0.000597296,0.004494075,0.002365046,0.018628683,2.15E-08,0.012740642,0.002396368,7.95E-06,6.73E-10
1.89E-07,0.61208427,3.44E-07,0.000224855,0.001028899,6.17E-07,0.001077351,0.00027948,2.89E-06,3.51E-07,5.84E-07
9.92E-05,0.000107249,1.96E-06,3.72E-05,1.66E-07,9.75E-05,5.41E-05,7.40E-07,7.35E-07,6.26E-08,1.43E-07
8.13E-05,0.001964141,0.6722302,3.05E-06,1.17E-05,0.001827731,2.71E-05,4.75E-06,0.019173138,0.000396485,0.87725407
0.004785926,0.001661373,0.003266055,2.22E-05,0.93058604,0.00015601,0.9998449,5.76E-07,0.000600717,0.001062128,6.12E-06
0.003942552,0.9957027,0.9993285,0.99956805,0.000240723,0.9626166,0.000280921,0.6845464,0.000123458,0.5918059,0.94968486
0.99091,0.99918085,0.9609915,0.99915504,0.010169154,0.99502784,9.98E-07,0.9890609,0.99896884,0.18694587,0.9987142
3.23E-06,0.000534874,1.62E-05,6.57E-06,1.43E-06,5.34E-06,8.31E-09,0.000211821,0.035959173,2.80E-05,2.93E-06
0.99990785,0.9966942,0.99706835,0.9969048,0.99899787,0.5312809,0.9999937,0.9458582,0.9059685,0.99984884,7.90E-05
2.78E-06,0.5530071,0.3605559,0.9731694,3.18E-09,0.041981153,1.87E-11,0.004661812,0.022477208,4.77E-07,2.08E-08
1.57E-05,0.000834273,3.05E-07,0.000581058,0.001368932,0.003363486,1.58E-08,7.03E-05,0.07496515,3.92E-07,2.91E-06
0.1102036,0.094563015,0.12655579,0.015773498,0.006983906,0.99999976,4.30E-05,0.000145053,0.99966264,0.99977,1
0.005630892,0.003579542,2.50E-06,0.98953855,9.06E-07,1.63E-06,3.61E-06,0.003143269,0.000173507,0.000389653,0.002844216
0.9853028,0.78516513,0.9996068,0.99987924,0.9999962,0.9999981,0.999974,0.99856853,0.99969935,0.9703739,0.99974686
0.11272531,1.37E-06,5.89E-06,0.000330754,0.9998822,0.024478778,0.17467822,0.000309037,0.021632226,2.04E-05,0.21233226
0.9803232,0.05608992,0.39347693,0.5299543,0.99552566,0.9997414,0.9999311,0.9979965,0.9970464,0.9999989,0.9328556
8.45E-05,1.67E-05,1.39E-07,0.001157168,0.006224861,0.93453586,0.001151818,0.007668813,0.966175,0.25967425,0.34521663
0.14505152,0.03576026,0.9992725,0.000209744,0.9998634,0.000157384,0.9978871,0.3435414,0.001115098,2.41E-08,0.15290226
0.000316975,4.58E-08,4.14E-08,2.54E-05,6.28E-06,7.86E-05,4.18E-05,0.043221258,0.08643801,2.37E-07,0.000261205
0.99999785,0.99998593,0.99999964,0.9999956,0.9999697,0.99968576,0.95868796,0.99978715,0.9412646,0.008308436,0.9996995
0.9999877,0.44626036,0.9999995,0.9999882,0.99998534,0.99992955,0.9999957,0.21955761,0.9991842,0.99947387,0.99850935
0.001091032,5.06E-07,0.03248594,4.60E-05,0.014832994,0.001762784,0.013434529,0.10245309,0.04355256,5.10E-08,0.000538525
7.13E-07,5.53E-10,1.24E-05,9.81E-06,0.003080098,8.04E-05,0.000286057,0.000496144,0.004653051,3.08E-07,5.29E-06
0.16057524,0.9234266,0.001136866,0.93353236,2.68E-05,0.001029375,0.04067197,0.010634836,0.13329373,0.9954152,0.91344994
0.99999833,0.9999988,1,0.9995691,0.99998546,0.999907,0.9975968,0.8248321,0.9956344,0.9999089,0.9959667
0.000875582,0.28063735,0.5876091,0.000745959,0.99984705,0.030972209,0.01001005,0.3350096,0.20366132,3.07E-05,0.000242081
0.9898028,5.31E-06,0.9884151,0.003545366,0.016470347,0.97354424,0.651441,0.9994654,0.92504424,0.95716256,0.99949753
0.9999871,0.9999721,0.999985,0.52582735,0.99968517,0.8019285,0.99987996,0.9839384,0.9860634,0.8132774,1.92E-05
0.000264222,0.058378622,1.23E-05,0.001377788,3.83E-05,0.001190971,0.3921744,0.010330128,0.003242878,9.44E-06,0.018497432
0.08175204,2.88E-06,0.000671662,9.80E-06,0.001367116,0.024604738,0.008289854,0.00032152,0.002367057,0.4048378,0.000503495
0.99467,0.83498114,0.31760034,0.9995907,0.983906,0.05611944,0.9997764,0.9959325,0.7550074,0.8984537,0.99990606
0.011858266,0.3236309,3.04E-05,0.000362591,0.55271363,0.5963113,0.9995696,0.22712551,0.29256716,0.000471421,8.48E-06
2.29E-05,8.68E-06,4.16E-08,3.60E-08,0.000290143,0.000157193,9.65E-06,0.000641495,4.14E-05,8.08E-08,2.47E-05
0.9999913,0.99997926,0.9999318,0.000199451,0.99957675,0.999116,0.893942,0.9993932,0.9855246,0.9999356,0.99466115
6.37E-06,1.18E-06,1.41E-08,2.36E-05,2.06E-05,5.68E-06,7.67E-07,1.62E-06,0.000180394,4.91E-12,7.93E-07
0.89906293,0.9760892,0.9988549,0.002355215,0.49732774,0.9972332,0.000778617,0.9977404,0.99888295,3.69E-05,0.8738066
0.004359656,5.17E-05,4.09E-07,0.2575086,9.19E-05,0.000931146,0.000226595,0.011669124,0.004174659,2.40E-05,1.81E-05
1.05E-06,4.48E-09,2.59E-11,1.84E-05,2.70E-07,5.85E-06,1.88E-07,0.000944664,5.45E-06,3.82E-09,4.78E-06
5.81E-05,0.99997425,0.00053867,1.31E-05,0.033033695,0.009820499,0.000204586,0.001524185,0.004603379,3.90E-07,0.33226314
0.9954293,0.1772086,0.99992585,0.026680063,0.9991781,0.99937564,0.99939656,0.001420744,0.9918281,0.000117908,0.07635847
0.000669645,3.57E-06,0.08916253,6.13E-06,2.66E-05,0.000350827,0.003182568,0.00121371,0.13996331,3.64E-08,6.56E-07
0.9997476,0.9995901,0.9996637,2.99E-05,0.91800004,0.99978024,0.97867787,4.36E-05,0.9903222,0.9999968,0.9652786
7.91E-06,1.21E-05,0.000507604,0.07347502,0.38125807,0.6915842,0.003773972,1.13E-05,0.9741444,2.02E-06,0.000122923
3.95E-05,0.000879742,0.001782907,4.00E-06,7.93E-05,0.001995688,1.86E-06,0.01118672,0.026979512,2.71E-10,5.60E-06
0.99999464,0.99998236,0.04015535,0.9852208,0.9999124,0.96211493,0.9699112,0.9998913,0.14188276,0.99999964,0.9916802
0.00013914,3.15E-08,5.13E-08,6.14E-05,0.23681806,0.7643266,5.63E-07,0.001397552,0.3796466,0.99688965,0.001014993
0.9875228,0.00864053,0.99996424,1.33E-06,0.9974043,0.8864104,0.9702776,0.9647262,0.99428684,0.052909065,0.9303312
0.001071893,0.000113792,1.03E-06,0.00322653,0.5507982,0.990537,0.014761913,0.004914235,0.9648172,0.023447176,0.000940536
0.001189105,0.000109395,0.002229163,0.95794684,0.000213375,0.579536,0.22508428,0.002033168,0.544197,0.000893138,0.36981472
0.07390417,0.001053728,1.55E-07,7.77E-05,0.037968084,0.3995647,0.2714541,0.0004024,0.001163118,0.001683858,7.34E-05
0.001577675,0.99999774,2.88E-08,0.000208678,0.000103827,0.009870247,0.001565519,0.02055045,0.000623622,2.56E-07,0.001942222
0.99992895,0.013328013,0.983707,0.98785514,0.99949026,0.99972993,0.08318634,0.9946061,0.99507093,0.20972767,0.044331487
3.22E-05,0.000658268,2.99E-10,0.054875147,0.000817618,3.09E-06,0.006747351,0.121835925,5.45E-05,3.28E-05,0.28106666
0.008580786,0.99986756,2.35E-06,1.24E-05,0.000350027,0.18534462,0.09299925,0.5384548,0.04673887,3.29E-05,2.98E-05
0.006042125,0.005662942,0.21862605,0.73515916,1.57E-05,0.000440342,0.028734846,0.009704008,0.032754637,3.72E-06,0.00028289
0.9999969,0.000304332,0.9999994,0.99864775,0.99997985,0.9989278,0.99995804,0.99806064,0.99949324,0.013335521,0.04283623
4.91E-06,9.10E-09,0.15126516,8.16E-05,0.000316876,2.32E-05,1.57E-05,0.000698493,0.000853808,2.12E-07,4.60E-06
0.9938981,0.9909394,0.24606639,0.000241715,0.7999504,0.9999876,0.9989945,0.9337054,0.70162857,0.9994361,0.9502397
0.000322177,0.15151149,2.25E-06,0.2209812,2.67E-05,0.00362977,0.001782245,0.004552194,0.007543546,1.25E-05,0.000440652
0.000139245,1.93E-05,2.86E-06,2.50E-05,2.31E-05,2.10E-05,0.001272339,0.004310456,0.001789344,6.06E-07,0.000219179
1.81E-05,3.37E-09,1.83E-06,8.86E-09,2.24E-06,5.21E-05,4.38E-06,1.01E-05,0.005349669,2.72E-07,0.004947702
0.99998236,0.000704381,0.9957991,0.79047215,0.86971515,0.9999634,0.96229625,0.7253405,0.995443,0.99999964,0.9981675
0.5240728,0.9998566,2.15E-05,0.14065096,2.63E-05,0.9998161,0.23220217,0.99669826,0.99055934,0.9998983,0.34074065
0.9911606,0.03238969,0.01787123,0.000353972,0.98637307,0.00056583,0.00823731,0.7984208,0.08907611,0.001071572,0.9992242
0.4069983,0.005239674,0.99991083,8.88E-07,0.9955734,0.88023907,0.9999827,0.004211087,0.005003241,0.9950754,0.95774317
1.17E-05,3.64E-09,3.73E-10,0.022162221,2.10E-07,8.93E-06,0.000436195,0.070860066,5.40E-05,1.11E-07,5.30E-07
0.000118929,2.30E-08,6.00E-05,3.96E-06,3.17E-06,1.31E-05,4.05E-05,0.002170786,0.012838655,1.85E-08,1.12E-06
0.99999976,0.00020055,0.9999949,0.998086,0.99995923,0.9849835,0.99932456,0.9976803,0.03238145,0.9956499,0.0664044
0.000201967,0.98807424,1.68E-05,0.032976937,2.27E-06,0.000458543,1.36E-06,0.056964345,0.022344975,2.00E-05,0.083471484
0.06403705,9.78E-05,1.46E-05,0.001358014,0.9913129,0.99659073,0.970414,0.9962696,0.099113666,0.99977607,0.99469006
0.9998418,0.19350414,0.9937024,0.004884407,0.99933904,0.98307484,0.9992422,0.99818426,0.007254452,0.999907,0.97552663
0.000351583,2.82E-07,0.000217259,0.000177172,0.017806208,0.52343863,0.50975865,0.19641647,0.6392314,1.83E-07,0.29055804
0.9998399,2.25E-05,0.9999999,0.52013105,0.9997718,0.9989992,0.98805726,0.010369957,0.9454475,2.21E-05,0.97737175
0.001144015,0.19842374,3.78E-10,1.44E-06,9.64E-06,0.026026849,3.90E-05,0.000239804,0.003130452,1.98E-07,2.83E-06
0.000855524,0.015457869,0.07759781,0.00024999,5.28E-05,0.04004793,3.66E-06,0.007940019,0.17990555,0.00013958,3.07E-05
0.49610573,0.9994455,0.044410538,0.9369704,0.9759512,0.86418045,0.9993691,0.97862965,0.9909486,0.000171008,0.62437433
0.9997205,0.9998642,0.9999118,0.099854805,0.24170756,0.9784394,0.9530324,0.92488855,0.9988682,0.000286631,0.000309839
6.29E-05,7.75E-07,0.04396058,3.20E-06,0.000552358,0.998744,0.011096214,9.76E-05,0.01868095,9.69E-06,0.071729
0.9999685,1.19E-11,1,0.00023825,0.99999356,0.997729,0.9999609,0.004030908,0.9876017,0.99998987,0.95923173
0.015227241,0.9948651,5.90E-07,0.97135454,0.3119745,0.63343334,6.86E-05,0.9885622,0.9917892,8.47E-06,3.87E-05
0.9999945,0.99999964,0.99999213,0.999238,0.9999435,0.9998142,0.9993211,0.33062404,0.9945956,0.99999905,0.99990094
1.27E-05,3.82E-11,3.17E-10,3.40E-07,2.68E-07,9.35E-06,2.28E-05,2.47E-05,0.001086106,8.09E-08,2.69E-06
2.97E-05,0.016630678,0.32448083,7.83E-05,0.8205436,0.87056863,2.28E-05,0.054080635,0.029197564,0.014730233,0.70610505
0.003335857,1.65E-07,0.3855935,0.041164838,0.41386107,0.000797554,0.003177922,7.71E-05,0.003362075,2.53E-07,9.04E-07
0.9999418,0.000894198,0.99999976,9.58E-06,0.036455683,0.9989196,0.9997098,0.33725128,0.94927377,0.9999465,0.80384815
6.24E-05,1.65E-05,1.51E-09,5.50E-07,2.59E-05,0.000804333,0.003605595,0.000106126,0.001063627,8.85E-10,0.000311001
1.73E-05,5.77E-10,6.74E-07,2.18E-05,5.48E-05,0.016592268,0.00013525,0.06293624,0.002711864,1.66E-09,3.90E-07
3.40E-05,8.17E-07,8.21E-09,4.12E-07,0.22552714,0.000116311,7.57E-05,0.06832084,0.000295981,0.018790154,1.51E-05
2.28E-05,3.36E-05,5.16E-10,5.07E-05,1.69E-06,0.17550951,0.000166325,0.02582077,0.6223521,4.96E-05,2.70E-05
0.9999882,0.60953385,1,0.9998286,0.99990535,0.99990773,0.9999987,0.9979836,0.9999759,0.9999962,0.9993857
1,0.9999906,0.9999999,0.9999975,0.9958722,0.9998591,0.9998896,0.9998863,0.98564655,0.99999917,0.9991627
0.000192179,2.98E-05,1,0.036720257,0.34581172,0.98523533,0.000178904,0.000757883,0.32625926,0.001668217,0.54455477
0.003811109,8.58E-06,0.000122675,0.97040164,0.024691075,8.93E-05,0.023003178,0.01041997,0.28003544,6.35E-07,0.012174643
0.90835375,0.6430802,0.100502715,0.000560759,0.00170092,0.98676366,0.50839037,0.00608341,0.9388159,0.9997987,0.08156743
0.99999976,0.99148726,0.99986625,0.9987005,0.99657226,0.99997306,0.78595996,0.9985738,0.9998417,0.99998033,0.9997353
0.000496746,1.17E-06,4.28E-07,0.071457915,0.31213874,0.008943765,0.023868576,6.99E-05,0.004150582,0.00236936,2.02E-06
0.357245,1.25E-06,2.08E-06,3.64E-07,0.000322874,0.9249605,0.00664872,0.30895707,0.8188565,7.41E-05,0.6785968
0.001609419,0.000145822,6.30E-09,0.24178046,3.26E-05,6.11E-05,0.005318192,0.908328,0.006156568,6.70E-06,0.09125181
0.91325104,4.72E-05,0.96482587,0.94178903,0.46671736,0.9963862,0.82643217,0.99721754,0.93429095,0.6444096,0.99782336
0.006572276,0.000526814,9.25E-06,8.09E-05,3.11E-06,0.000435152,0.000123958,0.20601954,0.042824905,0.016135499,0.043872822
3.25E-06,1.61E-06,4.79E-09,0.015570412,2.53E-05,0.000241126,4.69E-05,0.00040882,0.006109211,6.62E-07,3.28E-05
0.9999993,0.86734706,0.9999999,0.99924326,0.99992716,0.99998,0.9999474,0.9957306,0.99527246,0.9999647,0.9989322
0.004711522,2.78E-08,1.33E-05,1.23E-06,2.03E-06,0.002377039,4.29E-05,3.74E-05,3.46E-05,2.92E-06,3.71E-05
1.14E-05,0.12037754,6.51E-09,0.000514474,1.73E-05,0.000147788,3.93E-06,0.000374659,0.000273061,2.38E-09,8.01E-05
0.9999255,0.9999844,0.04204765,0.99911624,0.5681431,0.62651736,0.9980774,0.99652845,0.9149812,0.99867505,0.9980653
0.00029234,8.95E-05,1.86E-06,1.04E-06,0.000108977,4.87E-05,1.19E-05,0.000123339,0.002561246,3.39E-05,1.75E-05
3.24E-05,0.000295749,1.07E-09,2.18E-09,0.74616116,0.012552413,0.000934558,7.30E-05,0.022997579,4.69E-09,0.07969249
0.42627302,1.13E-07,0.92421514,0.001414792,0.8814493,0.4672249,0.003590631,0.000686901,0.98798287,0.75965315,0.99919134
0.9999999,0.99937207,1,0.9961224,0.9999871,0.99999785,0.99999905,0.9999144,0.992392,0.99993885,0.9998869
0.9999949,0.001048596,0.99998605,0.9871041,0.70724976,0.99979144,0.9999449,0.9747687,0.9998056,0.9999691,0.7601297
1,1,0.99996424,0.9999919,0.9996061,0.9999031,0.9998846,0.99976724,0.99720275,0.99998903,0.9998772
0.9999993,0.9999994,0.57762975,0.9999918,0.8741804,0.9995827,0.9970799,0.9987148,0.99618524,0.99996996,0.99576014
0.09680157,0.000391792,0.009169657,0.014402453,0.9254077,0.27223405,0.000690607,0.99065644,0.37114164,4.81E-05,0.99934477
4.39E-07,1.79E-07,3.52E-05,3.23E-05,0.009300641,4.30E-06,1.53E-05,0.015780332,0.008977411,1.62E-08,1.42E-05
0.9987239,0.99982566,3.93E-10,0.99855775,1.13E-05,0.72449404,0.00163616,0.99969244,0.009761142,0.9991629,0.005415194
1,0.9999933,0.99911016,0.9999944,0.9977502,0.9990263,0.99872965,0.99964654,0.9852989,0.99999976,0.9999471
1.23E-05,0.072861776,1.07E-09,0.003996672,1.37E-05,0.00710335,0.001182155,0.3030949,0.0011176,0.027311657,0.001407702
0.9783247,0.9999956,0.9999318,0.9996125,0.7594152,0.99901485,0.003959212,0.9951558,0.9634966,3.22E-06,0.6739861
0.8316993,0.000223995,5.32E-06,5.77E-07,0.000149959,0.034676388,0.000990784,0.004216755,0.034476213,0.08777887,0.000234963
0.9992829,0.9999969,0.9997453,0.9998398,0.9994374,0.9999398,0.99918944,0.99463755,0.99939525,5.21E-06,0.95431
9.19E-05,3.27E-08,5.50E-10,0.000135418,1.15E-05,2.20E-05,0.000104524,0.000554307,0.000101453,2.92E-07,1.59E-05
0.000857561,0.000486751,0.000104222,0.013426473,0.8457748,5.02E-05,0.006274402,0.9304437,0.001484217,0.004338539,0.000456342
1,2.61E-06,0.99999976,0.000718535,0.99992955,0.9940481,0.999759,0.000224287,0.99831414,0.9999989,0.9962374
0.99996305,0.9347297,0.99955684,0.9784546,0.98307955,0.9410091,0.9999298,0.9971258,0.9941654,0.99999976,0.99910307
0.99999547,0.001741279,0.99999595,0.044160724,0.99913424,0.68058646,0.9999956,0.10962894,0.9994696,0.999485,0.96743715
6.85E-05,0.007576983,4.31E-08,1.11E-05,1.72E-06,3.39E-06,1.46E-06,0.4328996,2.58E-05,2.37E-06,0.17997684
0.040499676,0.001260795,3.03E-08,6.05E-06,0.001554087,0.009612343,0.000119254,0.08746044,0.005840781,0.000143052,0.93796504
